id,recording,species,songtype,x1,y1,x2,y2,dur,bw
12481,00022.wav,Empidonax difficilis,Common Song,16.0946505020495,4445,16.6643195739579,8715,0.6,4269.6
12483,00023.wav,Empidonax difficilis,Common Song,24.2015280099942,3663,24.891008643797,7388,0.7,3724.3
12484,00024.wav,Empidonax difficilis,Common Song,42.1109192809417,3979,42.6073691406892,7494,0.5,3515.3
12487,00025.wav,Empidonax difficilis,Common Song,19.5433740833394,3618,20.1826313777691,7693,0.6,4074.7
12488,00026.wav,Empidonax difficilis,Common Song,9.74980270447488,3325,10.2193535862254,7157,0.5,3832.3
12489,00027.wav,Empidonax difficilis,Common Song,14.7639259429332,3653,15.3660034324143,7300,0.6,3646.6
12491,00028.wav,Empidonax difficilis,Common Song,48.5514186286272,3958,48.9211236959273,7157,0.4,3199.1
12497,00029.wav,Empidonax difficilis,Common Song,33.3816613196348,4644,33.7790305120722,7081,0.4,2437.5
12498,00030.wav,Empidonax difficilis,Common Song,25.5797397266595,4132,26.095834219064,7199,0.5,3066.8
12500,00031.wav,Empidonax difficilis,Common Song,13.6500122897497,4219,14.1461401203546,7162,0.5,2943.8
12501,00032.wav,Empidonax difficilis,Common Song,29.2012606741928,2874,29.7986496793708,6704,0.6,3829.4
12507,00033.wav,Empidonax difficilis,Common Song,3.48364372074883,3762,3.92423946957878,7298,0.4,3536.3
12515,00034.wav,Empidonax difficilis,Common Song,31.9599756448976,4056,32.603934317536,7250,0.6,3193.8
12516,00035.wav,Empidonax difficilis,Common Song,54.5752591257323,3516,55.1363977767763,7354,0.6,3838.2
12518,00036.wav,Empidonax difficilis,Common Song,17.9508017614099,3933,18.447595164983,7140,0.5,3207
12521,00037.wav,Empidonax difficilis,Common Song,8.37243061137691,3705,8.89740882804842,7335,0.5,3630
12522,00038.wav,Empidonax difficilis,Common Song,1.14328589408462,3135,1.63326556297802,6885,0.5,3750
12524,00039.wav,Empidonax difficilis,Common Song,21.9220418293187,4436,22.4803281217886,7676,0.6,3239.3
12525,00040.wav,Empidonax difficilis,Common Song,39.1352352682656,3819,39.7462100801727,7338,0.6,3519.3
12528,00041.wav,Empidonax difficilis,Common Song,1.34574544368731,3765,1.8268668741187,7229,0.5,3464.1
12529,00042.wav,Empidonax difficilis,Common Song,26.2733375898626,3354,26.8060183603078,7440,0.5,4085.5
12530,00043.wav,Empidonax difficilis,Common Song,13.6602952517352,3861,14.2709595681393,7148,0.6,3287.1
14501,00044.wav,Empidonax difficilis,Common Song,9.03249206589089,3906,9.68807616744748,7438,0.7,3531.2
14502,00045.wav,Empidonax difficilis,Common Song,40.9309284262107,4275,41.3046838346453,7206,0.4,2931.2
14503,00046.wav,Empidonax difficilis,Common Song,26.7806558708321,4795,27.2037355498233,9014,0.4,4218.8
