id,recording,species,songtype,x1,y1,x2,y2,dur,bw
13012,00124.wav,Wilsonia pusilla,Common Song,4.38616810059563,3634,6.49950363997353,9061,2.1,5426.1
13013,00049.wav,Wilsonia pusilla,Common Song,3.58895624670532,2774,5.87572482867686,8758,2.3,5984.4
13014,00125.wav,Wilsonia pusilla,Common Song,36.1216136631331,3653,37.8484491558697,8582,1.7,4929.7
13015,00126.wav,Wilsonia pusilla,Common Song,28.865499172642,3718,30.1549089906233,8475,1.3,4757.1
13018,00127.wav,Wilsonia pusilla,Common Song,0.264883678329364,2884,1.94248030774867,8759,1.7,5874.5
13019,00128.wav,Wilsonia pusilla,Common Song,34.7056901498247,3789,36.4534587185209,8381,1.7,4592
13020,00129.wav,Wilsonia pusilla,Common Song,11.0274542429285,3836,12.8319467554077,8681,1.8,4845.1
13021,00130.wav,Wilsonia pusilla,Common Song,12.4,3302,14.12,9317,1.7,6014.8
13022,00131.wav,Wilsonia pusilla,Common Song,37.9764763779528,3733,39.9452755905512,8805,2,5072.2
13023,00064.wav,Wilsonia pusilla,Common Song,26.7153454853752,3669,28.5798007630352,8663,1.9,4993.5
13024,00048.wav,Wilsonia pusilla,Common Song,32.2829512893983,3825,34.0524713467049,8625,1.8,4799.9
13025,00049.wav,Wilsonia pusilla,Common Song,47.1396657571623,4035,49.0096350613915,8767,1.9,4731.9
13026,00132.wav,Wilsonia pusilla,Common Song,24.7662259615385,3802,26.3352363782051,8606,1.6,4804.5
13027,00124.wav,Wilsonia pusilla,Common Song,15.8244762391415,3768,17.5793306080736,8550,1.8,4782.6
13028,00133.wav,Wilsonia pusilla,Common Song,4.487895716946,3858,6.0586592178771,8786,1.6,4928.4
13029,00134.wav,Wilsonia pusilla,Common Song,29.735500554119,3532,31.3380125600296,9015,1.6,5483.6
13030,00127.wav,Wilsonia pusilla,Common Song,0.494632143984844,2882,2.07365014209031,8911,1.6,6028.9
13031,00135.wav,Wilsonia pusilla,Common Song,5.59779951100245,3389,6.92359413202934,8325,1.3,4936.4
13032,00136.wav,Wilsonia pusilla,Common Song,42.5208896904118,3724,44.1869552149083,8487,1.7,4762.9
13033,00128.wav,Wilsonia pusilla,Common Song,12.4738423864648,3868,13.6675756901158,8361,1.2,4492.6
13036,00064.wav,Wilsonia pusilla,Common Song,3.35318343722173,3868,4.60056767586821,8079,1.2,4210.6
13038,00137.wav,Wilsonia pusilla,Common Song,23.1730769230769,3207,24.8436940966011,7241,1.7,4033.1
13047,00138.wav,Wilsonia pusilla,Common Song,5.02423728813559,2954,6.37220338983051,8288,1.3,5333.3
13049,00139.wav,Wilsonia pusilla,Common Song,3.69708788351534,3394,5.60829433177327,9971,1.9,6576.8
13051,00140.wav,Wilsonia pusilla,Common Song,17.978194338179,4234,19.6607689364958,7919,1.7,3685.4
13053,00141.wav,Wilsonia pusilla,Common Song,57.6000858184939,2778,59.0219909890581,11151,1.4,8372.9
13055,00142.wav,Wilsonia pusilla,Common Song,17.2382721783558,2835,19.085229911751,9538,1.8,6703.2
13057,00143.wav,Wilsonia pusilla,Common Song,7.79320652173913,2742,9.75788043478261,9075,2,6333.4
13059,00144.wav,Wilsonia pusilla,Common Song,54.8935583498787,3928,56.7011912640635,8471,1.8,4542.2
13060,00145.wav,Wilsonia pusilla,Common Song,23.7027472527473,4138,25.854532967033,8771,2.2,4632.7
13063,00146.wav,Wilsonia pusilla,Common Song,26.2000846023689,3634,27.7037859560068,8468,1.5,4834.4
13429,00147.wav,Wilsonia pusilla,Common Song,3.81559107358263,3653,5.28731905910736,8384,1.5,4730.6
